	0	1	genome_id
0	-25.931456	5.837373	Genome20.0
1	39.190273	-8.042317	Genome3.0
2	-25.208199	0.9616639	Genome20.0
3	-31.041286	11.155215	Genome20.0
4	40.358074	-2.7774298	Genome3.0
5	-32.26302	2.5831215	Genome20.0
6	17.92399	46.40572	Genome23.0
7	37.72539	3.5177739	Genome3.0
8	40.797897	2.5735981	Genome3.0
9	-25.150173	-31.944937	Genome1.0
10	12.776171	37.461636	Genome23.0
11	-3.6527612	-21.103512	Genome21.0
12	48.261055	7.6304684	Genome3.0
13	-5.7654543	-16.241037	Genome1.0
14	3.1578684	-21.435295	Genome21.0
15	-28.640709	16.998772	Genome20.0
16	-22.984013	-27.69282	Genome1.0
17	-20.60813	23.656864	Genome20.0
18	-10.739168	-39.695786	Genome1.0
19	21.6452	39.98048	Genome23.0
20	43.28773	1.5964258	Genome3.0
21	-23.305601	-33.340332	Genome1.0
22	-2.2916028	-11.906888	Genome1.0
23	-33.85345	18.672476	Genome20.0
24	13.702344	52.058853	Genome23.0
25	-8.000965	-17.690826	Genome8.0
26	-17.382444	11.429247	Genome20.0
27	-17.35998	19.610748	Genome20.0
28	3.0751271	-21.67268	Genome21.0
29	45.19142	9.875919	Genome3.0
30	21.565083	39.935757	Genome23.0
31	14.269813	31.164845	Genome21.0
32	-27.475674	-22.585438	Genome8.0
33	0.59872824	-26.9695	Genome1.0
34	17.830938	34.28757	Genome23.0
35	-10.446756	-26.189539	Genome1.0
36	-15.660682	-0.17296587	Genome20.0
37	0.7152905	-34.506977	Genome1.0
38	-0.89846176	-20.731821	Genome8.0
39	37.004963	0.5622885	Genome3.0
40	-12.7228985	-21.096605	Genome1.0
41	-26.415949	3.214164	Genome20.0
42	-33.330967	6.162958	Genome20.0
43	-17.13436	14.443358	Genome20.0
44	-21.485249	-20.383312	Genome1.0
45	-11.46447	-21.761293	Genome1.0
46	-5.6005163	-34.274414	Genome1.0
47	14.266306	51.84938	Genome23.0
48	30.966131	2.980809	Genome3.0
49	-26.589462	-45.018982	Genome1.0
50	-8.042724	-15.0008135	Genome1.0
51	-15.36047	-30.527777	Genome1.0
52	-23.160063	9.989805	Genome20.0
53	-22.09444	-0.016534982	Genome20.0
54	-28.53721	21.946466	Genome20.0
55	6.441138	-22.890293	Genome21.0
