	0	1	genome_id
0	-28.772993	10.361656	Genome107.0
1	-27.338772	-4.6559668	Genome22.0
2	9.34128	-5.548356	Genome134.0
3	20.737123	-12.291361	Genome134.0
4	8.180128	-10.496701	Genome134.0
5	-15.095423	13.692147	Genome107.0
6	0.86255586	7.7382197	Genome134.0
7	-20.683598	18.504372	Genome34.0
8	-6.3827724	5.629048	Genome34.0
9	40.75001	-10.0595455	Genome134.0
10	32.9799	-20.142338	Genome134.0
11	-1.2261623	7.732898	Genome22.0
12	23.996822	-13.668864	Genome134.0
13	-3.9252455	3.6734588	Genome34.0
14	-6.5246515	21.094118	Genome107.0
15	8.959587	-10.241621	Genome134.0
16	-4.4728622	5.588261	Genome34.0
17	-20.057652	-3.380495	Genome107.0
18	32.167156	-17.297234	Genome134.0
19	40.186996	-23.100367	Genome134.0
20	39.47011	-20.90347	Genome134.0
21	8.199809	-7.5826163	Genome34.0
22	-18.199488	18.770037	Genome107.0
23	31.861382	-16.077547	Genome134.0
24	37.659203	-9.821739	Genome134.0
25	13.354495	-13.386443	Genome134.0
26	39.07512	-12.80332	Genome134.0
27	21.18282	-14.41804	Genome134.0
28	-10.37057	7.443481	Genome34.0
29	-17.462292	-4.364566	Genome107.0
30	-22.262272	6.5482926	Genome22.0
31	-27.802094	-2.6574621	Genome107.0
32	34.094227	-19.323393	Genome134.0
33	-10.535565	24.536402	Genome34.0
34	-0.7815739	-1.4755158	Genome107.0
35	-15.507479	-4.137984	Genome22.0
36	-15.123562	7.703218	Genome107.0
37	35.383503	-17.656603	Genome134.0
38	16.39857	-13.403945	Genome134.0
39	-7.679922	20.04218	Genome22.0
40	16.10339	-15.56065	Genome134.0
41	-27.414198	-3.7758148	Genome22.0
42	9.133905	-6.3587413	Genome134.0
43	6.0781703	11.877813	Genome107.0
44	32.99231	-22.594095	Genome134.0
45	37.24924	-8.142411	Genome134.0
46	31.085922	-18.386759	Genome134.0
47	-1.1944925	-1.5550132	Genome107.0
48	-2.4403777	11.445286	Genome34.0
49	-11.938944	7.1558647	Genome22.0
50	-5.4809937	-10.223405	Genome22.0
51	-9.312448	1.0844465	Genome107.0
52	-29.820263	16.391272	Genome22.0
53	-25.724394	-2.9286847	Genome107.0
54	7.1441336	-8.322463	Genome134.0
55	-3.6837049	-6.835953	Genome22.0
56	21.01793	-11.060648	Genome134.0
57	2.5607932	4.4601665	Genome107.0
58	-23.894768	19.922024	Genome34.0
59	-24.744192	7.7431717	Genome107.0
60	-24.536354	14.170829	Genome34.0
61	-23.391804	-0.8553736	Genome34.0
62	29.43391	-21.202873	Genome134.0
63	-17.950972	13.872468	Genome22.0
64	-7.3193326	18.878946	Genome23.0
65	-6.2917237	11.102434	Genome22.0
66	-21.465755	-0.8594099	Genome107.0
67	-17.978632	6.1341915	Genome34.0
68	-22.95805	1.1281006	Genome22.0
69	-11.330535	7.668749	Genome22.0
70	-22.473793	-7.6659546	Genome22.0
71	-27.365025	9.73304	Genome107.0
72	29.542002	-7.0494432	Genome134.0
73	-24.924774	6.1206303	Genome22.0
74	-1.8343915	-8.382426	Genome134.0
75	0.82156056	-9.426006	Genome134.0
76	35.739807	-19.015926	Genome134.0
77	29.151321	-15.974469	Genome134.0
78	12.366656	-12.592498	Genome134.0
79	-18.245964	13.128912	Genome107.0
80	-8.619241	-4.831385	Genome22.0
81	36.901497	-13.753373	Genome134.0
82	-7.389262	19.940208	Genome34.0
83	-26.602655	-5.374537	Genome22.0
84	-5.9498386	13.700675	Genome22.0
85	-13.648415	-4.8625717	Genome34.0
86	30.322308	-26.64225	Genome22.0
87	-25.390663	-6.4642253	Genome22.0
88	20.329077	-9.769368	Genome134.0
89	35.739563	-8.149477	Genome134.0
90	-0.42545655	-3.8269563	Genome34.0
91	-15.339288	3.1298342	Genome22.0
92	33.06796	-15.8865595	Genome134.0
93	-8.25431	3.4229991	Genome22.0
94	-28.88404	9.604129	Genome107.0
95	0.7851824	-2.460753	Genome134.0
96	23.778648	-16.146248	Genome134.0
97	39.140247	-16.266151	Genome134.0
98	0.51075375	12.743398	Genome22.0
99	10.211506	-7.1064224	Genome134.0
100	25.597761	-13.988111	Genome134.0
101	3.1923	-10.006771	Genome134.0
102	1.0111446	1.9842845	Genome22.0
103	-21.306744	18.485832	Genome107.0
104	-2.149636	9.260341	Genome107.0
105	39.54201	-18.420197	Genome134.0
106	33.114803	-18.930557	Genome134.0
107	31.574347	-14.317345	Genome134.0
108	-2.5249834	-9.485665	Genome134.0
109	-6.2550855	-0.12982427	Genome34.0
110	11.324929	-13.4317875	Genome22.0
111	14.512211	-13.720075	Genome134.0
112	-1.558223	2.0037346	Genome22.0
113	-15.903402	22.909948	Genome34.0
114	30.857351	-6.3527727	Genome134.0
115	29.561398	-11.885779	Genome134.0
116	-13.450441	10.91908	Genome34.0
117	-8.571127	8.2818	Genome22.0
118	4.920873	-9.790618	Genome134.0
119	-9.696094	5.8229947	Genome22.0
120	27.331161	-12.779927	Genome134.0
121	-8.906114	9.032423	Genome34.0
122	-18.663841	3.3368766	Genome22.0
123	-3.9161687	4.111697	Genome22.0
124	-7.789702	-2.246133	Genome22.0
125	7.875198	10.02276	Genome134.0
126	-4.610744	5.3009143	Genome22.0
127	-10.343552	9.44782	Genome34.0
128	-17.65735	18.753405	Genome22.0
129	24.673178	-9.810307	Genome134.0
130	-4.687521	-1.6638477	Genome22.0
131	4.6277614	11.443658	Genome34.0
