	0	1	genome_id
0	24.194714	4.554284	Genome9.0
1	-56.695805	4.371979	Genome12.0
2	21.553915	38.05851	Genome16.0
3	14.578013	-20.778542	Genome14.0
4	7.772579	-14.125927	Genome14.0
5	-0.8285827	-22.612434	Genome14.0
6	22.739687	12.219483	Genome14.0
7	-46.666435	-7.478913	Genome12.0
8	-25.510996	-18.077274	Genome12.0
9	-54.811855	1.0342009	Genome12.0
10	39.199677	0.7765279	Genome14.0
11	36.54765	32.017982	Genome14.0
12	-33.651245	-26.390953	Genome9.0
13	2.913679	13.343134	Genome14.0
14	4.8921814	26.285942	Genome12.0
15	-68.15669	-2.918994	Genome12.0
16	-14.918237	16.358013	Genome14.0
17	56.956398	-3.324936	Genome16.0
18	38.937313	19.32164	Genome16.0
19	54.043274	3.157742	Genome9.0
20	47.104553	0.93628687	Genome9.0
21	53.863674	-0.55900013	Genome16.0
22	-21.303238	18.486605	Genome16.0
23	51.805016	7.452334	Genome9.0
24	-55.87808	4.5362062	Genome12.0
25	-78.648224	-2.4022517	Genome12.0
26	-65.41744	-16.751007	Genome12.0
27	-58.371796	-1.642738	Genome12.0
28	-0.23622268	19.456585	Genome14.0
29	-49.90565	-9.585405	Genome12.0
30	-65.05827	0.20084806	Genome12.0
31	26.842878	20.14257	Genome14.0
32	22.224514	24.565144	Genome14.0
33	31.193598	-23.781857	Genome14.0
34	-21.711027	-20.739035	Genome9.0
35	40.21951	-20.77599	Genome14.0
36	-20.539555	-3.7251282	Genome14.0
37	16.80216	19.380842	Genome14.0
38	34.513042	-1.1690848	Genome20.0
39	20.616491	33.4573	Genome9.0
40	5.838731	4.293364	Genome14.0
41	7.9066033	-5.0227013	Genome14.0
42	-40.209373	-8.704617	Genome12.0
43	-24.044483	0.97144413	Genome14.0
44	23.848928	31.076935	Genome16.0
45	-59.796764	-5.080767	Genome12.0
46	-73.65005	-10.816841	Genome14.0
47	-6.0413504	8.945582	Genome14.0
48	49.862732	11.361738	Genome9.0
49	3.2774463	-24.27054	Genome14.0
50	-52.617924	-2.3175273	Genome12.0
51	2.2174509	-2.7262404	Genome20.0
52	-6.323585	-31.614355	Genome14.0
53	-9.017314	1.2186114	Genome14.0
54	-35.456367	-21.266659	Genome14.0
55	-31.367094	-3.822954	Genome12.0
56	-68.0222	-4.5954013	Genome12.0
57	-9.602144	16.04165	Genome16.0
58	-42.367683	9.386337	Genome9.0
59	-31.869326	0.00049308466	Genome12.0
60	-15.958179	5.3565536	Genome9.0
61	20.720514	-12.179315	Genome9.0
62	-0.16210382	12.025607	Genome14.0
63	4.5742803	5.6148367	Genome16.0
64	-16.932508	20.176195	Genome12.0
65	-50.542694	-0.5051646	Genome12.0
66	-4.0941324	-3.949233	Genome14.0
67	-14.625937	-9.276794	Genome14.0
68	46.491898	-14.704401	Genome16.0
69	-16.191671	-14.638374	Genome14.0
70	13.216101	-3.226337	Genome14.0
71	-37.049454	-0.43572924	Genome12.0
72	40.69329	6.5852056	Genome16.0
73	-62.05621	-15.776988	Genome12.0
74	-18.105457	-18.678598	Genome9.0
75	-54.37876	-16.047852	Genome14.0
76	28.10565	33.449635	Genome16.0
77	49.611637	-0.6170974	Genome14.0
78	24.216867	-4.828425	Genome9.0
79	11.01565	-1.256713	Genome9.0
80	23.88835	0.9731555	Genome14.0
81	39.369114	28.880583	Genome9.0
82	35.759167	25.880632	Genome9.0
83	1.054342	-35.015007	Genome14.0
84	-52.258526	4.149372	Genome12.0
85	-18.447685	-1.5241494	Genome14.0
86	38.068287	29.791143	Genome14.0
87	15.892936	36.572598	Genome16.0
88	29.422922	23.850813	Genome14.0
89	32.314724	16.667048	Genome14.0
90	-41.599358	2.4706926	Genome12.0
91	45.625645	17.025381	Genome16.0
92	-80.014694	-11.327601	Genome12.0
93	-44.932293	-15.640019	Genome12.0
94	-6.505719	-2.334759	Genome14.0
95	-58.111347	-6.039308	Genome12.0
96	-58.361652	-3.8696764	Genome12.0
97	-33.87537	-10.299667	Genome12.0
98	33.904453	12.125927	Genome14.0
99	16.25097	-18.409885	Genome14.0
100	0.31813174	-19.124075	Genome14.0
101	33.053352	17.468094	Genome16.0
102	0.84166515	0.2608011	Genome14.0
103	18.61651	4.232461	Genome14.0
104	38.763454	17.008915	Genome16.0
105	42.7738	10.767066	Genome16.0
106	43.203075	-3.0461197	Genome9.0
107	49.492634	8.225188	Genome16.0
108	8.321661	8.194621	Genome14.0
109	29.926807	-6.0401797	Genome16.0
110	52.200436	2.102389	Genome9.0
111	-36.94389	-25.373322	Genome14.0
112	52.673935	11.106761	Genome16.0
113	47.203808	0.17327298	Genome16.0
114	5.7675424	-31.773003	Genome14.0
115	-20.004623	-10.570851	Genome12.0
116	17.01402	0.63990724	Genome14.0
117	-64.300354	-19.4511	Genome12.0
118	-4.1279235	-15.515687	Genome16.0
119	19.257898	24.40221	Genome16.0
120	-24.286926	-15.139034	Genome12.0
121	12.506043	-24.139046	Genome14.0
122	33.722675	-11.196889	Genome16.0
123	-15.177941	12.385715	Genome14.0
124	-18.14697	-31.650679	Genome14.0
125	-63.720688	4.3217144	Genome12.0
126	40.961914	11.178847	Genome16.0
127	-24.295551	13.622778	Genome14.0
128	-6.184773	-19.535322	Genome14.0
129	0.27857393	-8.630352	Genome14.0
130	47.59564	10.903817	Genome16.0
131	-15.530718	-9.488465	Genome14.0
132	-13.927389	9.095595	Genome12.0
133	4.2536206	-33.764385	Genome14.0
