	0	1	genome_id
0	-11.525796	18.796509	Genome16.0
1	-52.330444	-20.988258	Genome44.0
2	-1.7768438	29.625471	Genome16.0
3	-29.556656	-30.37893	Genome44.0
4	-24.267263	7.3574624	Genome16.0
5	-22.858438	5.3703938	Genome16.0
6	-0.3743539	-29.955202	Genome44.0
7	-29.07488	-16.839588	Genome44.0
8	49.253212	2.2384167	Genome20.0
9	13.560795	-32.56779	Genome20.0
10	-27.645224	-42.26694	Genome44.0
11	-41.72028	-16.01752	Genome44.0
12	30.912148	16.781544	Genome46.0
13	-20.073267	57.13069	Genome6.0
14	16.44954	27.772001	Genome46.0
15	-31.363693	-19.947624	Genome44.0
16	44.07613	9.338618	Genome46.0
17	-24.621729	-22.400784	Genome44.0
18	-18.411633	58.15032	Genome6.0
19	17.277872	29.858513	Genome20.0
20	-50.090366	-14.955439	Genome44.0
21	46.143196	-14.190243	Genome16.0
22	-7.288418	25.622635	Genome43.0
23	-5.1781645	21.453234	Genome43.0
24	33.15095	38.60944	Genome46.0
25	-27.484694	-28.90391	Genome44.0
26	-18.548315	-42.32455	Genome44.0
27	-50.045727	-11.12023	Genome44.0
28	-15.992407	-33.204266	Genome44.0
29	18.496468	27.493822	Genome46.0
30	-45.671726	-17.710953	Genome44.0
31	21.454662	-1.7832193	Genome20.0
32	30.552082	39.38448	Genome46.0
33	17.217165	37.53554	Genome46.0
34	-13.647456	19.829266	Genome43.0
35	-11.765287	21.645412	Genome43.0
36	52.03094	-11.560833	Genome20.0
37	-22.122095	58.565926	Genome6.0
38	-50.071842	-12.75672	Genome44.0
39	14.827382	17.394249	Genome46.0
40	-17.082132	-22.234852	Genome44.0
41	-37.30719	-40.0582	Genome44.0
42	-50.88839	-20.233978	Genome44.0
43	-1.1726574	21.234144	Genome16.0
44	-17.056112	19.587196	Genome16.0
45	53.607883	-7.6440005	Genome20.0
46	-24.74023	53.54059	Genome6.0
47	-33.46826	-31.371113	Genome44.0
48	36.24434	-2.2276738	Genome20.0
49	37.49505	15.085695	Genome46.0
50	-19.051136	-35.355976	Genome44.0
51	-34.33002	-19.27375	Genome44.0
52	-19.994902	54.675537	Genome6.0
53	19.47241	31.810081	Genome46.0
54	-19.762787	17.410952	Genome16.0
55	21.3626	39.608208	Genome46.0
56	26.032522	18.498867	Genome46.0
57	34.64334	40.208107	Genome46.0
58	-15.881633	-44.048206	Genome44.0
59	34.449425	16.610088	Genome44.0
60	27.31563	37.091984	Genome46.0
61	31.665058	19.945381	Genome46.0
62	-16.173935	17.943394	Genome43.0
63	-20.115662	-37.780716	Genome44.0
64	-5.9640794	-29.063126	Genome44.0
65	15.305329	-37.99207	Genome20.0
